"triple fusion - dialog","triple fusion - dialog"
"Your Articuno, Zapdos and Moltres...","Tu Articuno, Zapdos y Moltres..."
"My machine could clone them into a single Pokémon.","Mi máquina podría clonarlos en un solo Pokémon."
"Would you like to do this?","¿Quieres hacerlo?"
"No","No"
"Yes","Sí"
"Fine, then.","De acuerdo."
"Very well... Let's proceed then.","Muy bien... Procedamos entonces."
"Your Raikou, Entei and Suicune...","Tu Raikou, Entei y Suicune..."
"Your Kyogre, Groudon and Rayquaza...","Tu Kyogre, Groudon y Rayquaza..."
"Your Palkia, Dialga and Giratina...","Tu Palkia, Dialga y Giratina..."
"Your Reshiram, Zekrom and Kyurem...","Tu Reshiram, Zekrom y Kyurem..."
"Your Charizard, Blastoise and Venusaur...","Tu Charizard, Blastoise y Venusaur..."
"Your Meganium, Typhlosion and Feraligatr...","Tu Meganium, Typhlosion y Feraligatr..."
"Your Sceptile, Blaziken and Swampert...","Tu Sceptile, Blaziken y Swampert..."
"Your Torterra, Infernape and Empoleon...","Tu Torterra, Infernape y Empoleon..."
"Your Mew, Celebi and Jirachi...","Tu Mew, Celebi y Jirachi..."
"Your Mewtwo, Deoxys and Genesect...","Tu Mewtwo, Deoxys y Genesect..."
"Your Regice, Regirock and Registeel...","Tu Regice, Regirock y Registeel..."
"Your Chesnaught, Delphox and Greninja...","Tu Chesnaught, Delphox y Greninja..."
