"starter set selection","Selección de conjunto de iniciales"
"Use regular starters?","¿Usar iniciales normales?"
"Yes","Sí"
"No","No"
"Use which set of starters?","¿Qué conjunto de iniciales quieres usar?"
"\ch[1,0,Kanto,Johto,Hoenn,Sinnoh,Kalos,Custom]","\ch[1,0,Kanto,Johto,Hoenn,Sinnoh,Kalos,Personalizado]"
"Not fused","No fusionados"
"Fused","Fusionados"
"Choose a starter Pokémon.","Elige un Pokémon inicial."
"Choose your starter Pokémon's body","Elige el cuerpo de tu Pokémon inicial"
"Choose your starter Pokémon's head","Elige la cabeza de tu Pokémon inicial"
"Select \V[5] as your starter?","¿Seleccionar a \V[5] como tu inicial?"
"Kanto","Kanto"
"Johto","Johto"
"Hoenn","Hoenn"
"Sinnoh","Sinnoh"
