"CutTree","CutTree"
"EV016","EV016"
"################################ Mettre celui utilisé en dernier. L'ordre des deux autre pas important. ################################","################################ Mettre celui utilisé en dernier. L'ordre des deux autre pas important. ################################"
"supereffective berries","supereffective berries"
"Stats affecting berries","Stats affecting berries"
"other berries","other berries"
"all berries","all berries"
"Regular berries","Regular berries"
"##### Time event #####","##### Time event #####"
"There's nothing there.","No hay nada allí."
"Trainer(4)","Trainer(4)"
"This is the perfect place to train my water-type Pokémon!","¡Este es el lugar perfecto para entrenar a mi Pokémon de tipo agua!"
"My Pokémon can't get enough of all these puddles! Do you want to have another fight?","¡Mis Pokémon no se cansan de saltar en los charcos! ¿Te animas a otra batalla?"
"Yes","Sí"
"No","No"
"On the S.S. Anne, I saw trainers from around the world.","Cuando viajé en el S.S. Anne, ¡había entrenadores de cada rincón del planeta!"
"Hey by the way, would you like to trade for one of my Pokemon?","Oye, por cierto... ¿te gustaría intercambiar uno de mis Pokémon?"
"I've always wanted a Rock-type Pokemon, so I'll trade you my Pokémon for any rock type Pokemon.","Siempre he querido un Pokémon de tipo Roca, así que te intercambiaré el mío por cualquier Pokémon de este tipo."
"Which Pokemon do you want?","¿Qué pokemon quieres?"
"Papoke","Papoke"
"Polirow","Polirow"
"Which Pokemon are you going to give me?","¿Qué Pokémon me vas a dar?"
"""ROCK""","""ROCK"""
"You don't want to trade? Aww...","¿No quieres intercambiar? Aww..."
"Perfect, let's get started!","¡Perfecto, comencemos!"
"""Papoke""","""Papoke"""
"""Dan""","""Dan"""
"I hope you take care of Papoke!","¡Espero que te cuides Papoke!"
"""Polirow""","""Polirow"""
"I hope you take care of Polirow!","¡Espero que te cuides Polirow!"
"I would've impressed so many people on the S.S. Anne with my new Rock-type Pokemon!","¡Habría impresionado a tantos en el S.S. Anne con mi nuevo Pokémon tipo Roca!"
"lilypad.sl","lilypad.sl"
"TYPE_EXPERT_WATER","TYPE_EXPERT_WATER"
"dialogIcon","dialogIcon"
"You beat me at my own game. I'll never be able to live it down!","Me venciste en mi propio juego. ¡Nunca podré superar esta derrota!"
"EV017","EV017"
"I'm off to see a Pokémon collector at the cape!","¡Me voy a ver a un coleccionista de Pokémon en el cabo!"
"The collector has many rare kinds of POKEMON.","El coleccionista tiene muchos POKEMON raros."
"Hey, you look like you have some pretty cool Pokemon yourself.","Oye, parece que tú también tienes unos Pokémon geniales."
"What do you think of having a trade with me, right here, right now?","¡Ey, se ve que tienes Pokémon increíbles! ¿Qué tal un intercambio aquí y ahora?"
"I'll trade you my Oddix for any of your Pokemon, so long as it's at least level 17, is that fine?","Te intercambiaré mi Oddix por cualquiera de tus Pokémon, siempre que sea al menos nivel 17. ¿Te parece?"
"So, which Pokemon are you going to give me?","Entonces, ¿qué Pokémon me vas a dar?"
"""Oddix""","""Oddix"""
"""Wayne""","""Wayne"""
"I hope you take care of Oddix!","¡Espero que te encargues de Oddix!"
"I guess I'll hold on to my Oddix then.","Supongo que me quedaré con mi Oddix entonces."
"That Pokémon you gave me, it's a pretty good fighter!","¡Guau! No esperaba que este Pokémon peleara tan bien."
"EV012","EV012"
"EV001","EV001"
"EV018","EV018"
"I knew I had to fight you!","¡Sabía que tenía que pelear contigo!"
"I think I saw something move under these lilypads...","Creo que vi algo moverse debajo de estos lilypads ..."
"Hey, while we're at it, what do you think of trading a Pokemon for one of mines?","¡Ey! Ya que estamos aquí, ¿te interesa hacer un intercambio de Pokémon?"
"I'll take any Poison-type Pokémon as long as it's at least level 14.","Tomaré cualquier Pokémon de tipo veneno mientras sea de Nivel 14."
"Which of my Pokémon do you want to trade for?","¿Cuál de mis Pokémon quieres intercambiar?"
"Venokans","Venokans"
"Venoshrew","Venoshrew"
"Which Pokémon are you going to give me?","¿Qué Pokémon me vas a dar?"
"""POISON""","""POISON"""
"""Venokans""","""Venokans"""
"""Flint""","""Flint"""
"You'll see, Venokans can be a very strong Pokémon!","¡Ya verás lo poderosos que pueden llegar a ser los Venokans!"
"""Venoshrew""","""Venoshrew"""
"You'll see, Venoshrew can be a very strong Pokémon!","¡Ya verás lo poderosos que pueden llegar a ser los Venoshrew!"
"I'll hang on to my Pokémon then!","Bueno... me quedaré con mi Pokémon."
"Thanks for your Pokémon, I'll take care of it!","Gracias por tu Pokémon, ¡Lo voy a cuidar!"
"And remember, if your Pokémon gets confused or falls asleep, switch it!","Y recuerda, si tu Pokémon se confunde o cae dormido, ¡Cámbialo!"
"You're going to see Bill? First, let's fight!","¿Iras a ver a Bill? Primero, ¡Peleemos!"
"Bill's lighthouse isn't very far from here, we should have time for another battle, what do you think?","El faro de Bill no está muy lejos de aquí. Tenemos tiempo para otra batalla, ¿qué te parece?"
"I just have to heal my Pokemon and...","Solo tengo que curar a mi Pokémon y ..."
"...","..."
"Alright, I'm ready. Let's do this!","Muy bien, estoy listo. ¡Empecemos!"
"You're a busy little guy, aren't you? I can understand that!","Eres alguien ocupado, ¿no? ¡Puedo entender eso!"
"EV013","EV013"
"I just got down from Mt. Moon, but I'm ready!","Acabo de bajar del monte Moon, ¡pero estoy listo!"
"I just healed my Pokemon, what do you say we have another battle?","Acabo de curar a mis Pokémon. ¿Qué dices si tenemos otra batalla?"
"Get ready, here I come!","¡Prepárate, aquí vengo!"
"No worries, I'll just keep on training on my own over here.","No te preocupes, seguiré entrenando por aquí."
"EV014","EV014"
"I'm a cool guy. I've got a girlfriend!","Soy un tipo genial. ¡Tengo novia!"
"I'll impress my girl by being a gentleman and trade you my rare Bulbtata.","¡Impresionaré a mi chica siendo todo un caballero y cambiándote mi raro Bulbtata!"
"I'll take any Pokemon that's at least level 20 for it, what do you think?","Acepto cualquier Pokémon de nivel 20 o más. ¿Qué te parece?"
"Which Pokemon are you giving me?","¿Cuál pokemon me darás?"
"Oh, you changed your mind after all?","""Oh, ¿así que al final cambiaste de opinión?"
"""Bulbtata""","""Bulbtata"""
"""Chad""","""Chad"""
"Take care of Bulbtata, it's a very rare Pokemon!","¡Cuida de mi Bulbtata, es un Pokémon muy raro!"
"It's fine, my girlfriend won't think any less of me for not being a gentleman!","¡No importa! Mi novia no me verá menos por no ser un caballero."
"My girlfriend has been in such awe with me since we did that trade!","¡Mi novia ha estado tan impresionada conmigo desde ese intercambio!"
"EV026","EV026"
"Local trainers come here to practice!","¡Los entrenadores locales vienen aquí para practicar!"
"All Pokémon have weaknesses. It's best to raise different kinds.","Todos los Pokémon tienen debilidades. Es mejor criar de diferentes tipos."
"Say, would you like to have another battle?","Oye, ¿te gustaría tener otra batalla?"
"Okay, get ready, here I come!","Está bien, prepárate, ¡Aquí voy!"
"It's fine, I don't want to pressure you!","Está bien, ¡no quiero presionarte!"
"EV015","EV015"
"Trainer(7)","Trainer(7)"
"Hi! My boyfriend is cool!","¡Hola! ¡Mi novio es genial!"
"I wish my guy was as good as you!","¡Ojalá mi chico fuera tan bueno como tú!"
"Hey, you want to have another battle?","Oye, ¿Quieres tener otra batalla?"
"Just let me heal my Pokémon.","Déjame curar a mis Pokémon."
"Okay, let's do this!","¡Bien, hagamos esto!"
"Oh well, I'll stick to practicing with my boyfriend then.","Bueno, entonces seguiré practicando con mi novio."
