"EV005","EV005"
"\GWould you like to purchase more WonderTrade tickets?","\G¿Quieres comprar más boletos de WonderTrade?"
"Yes","Sí"
"No","No"
"Standard Ticket ($4,000)","Boleto estándar (4000$)"
"Cancel","Cancelar"
"Unlimited Pass ($400,000)","Pase ilimitado (400000$)"
"You already have the Unlimited Wonder Trade Pass!","¡Ya tienes el Pase Ilimitado de Wonder Trade!"
"You want to purchase the Unlimited Wonder Trade pass for $400,000?","¿Quieres comprar el Pase Ilimitado de Wonder Trade por 400000$?"
"\GFantastic! You can now make an unlimited amount of Wonder Trade!","\G¡Fantástico! Ahora puedes hacer una cantidad ilimitada de Wonder Trades"
"I'm sorry, but it looks like you don't have enough money...","Lo siento, parece que no tienes suficiente dinero..."
"Premium Ticket ($15,000)","Boleto premium (15000$)"
"EV011","EV011"
"Update Man","Update Man"
"Hello there, I'm the Update Man! I'm here to make sure that everything with your game is up to date if you upgraded from a previous save file.","Hola, soy el Update Man. Estoy aquí para asegurar que todo en tu juego esté actualizado si migraste desde una partida anterior."
"First of all, are you doing a Nuzlocke run?","Primero, ¿estás haciendo una partida Nuzlocke?"
"There is no Nuzlocke mode integrated into the game. However, this will affect some events.","No hay modo Nuzlocke integrado en el juego, pero esto afectará algunos eventos."
"Here are a few things.","Aquí hay algunas cosas:"
"Donner items # # #","Donner items # # #"
"And I also need to make a few other adjustements...","También necesito hacer algunos ajustes más..."
"Variables etc. # # #","Variables, etc. # # #"
"Badges # # #","Medallas # # #"
"All good to go! Enjoy the new update!","¡Todo listo! ¡Disfruta la nueva actualización!"
"npc","NPC"
"The more badges you get, the more WonderTrades you're allowed to make!","Cuantas más medallas obtienes, más WonderTrades puedes hacer"
"I don't know how this all works, but when  I trade a strong Pokémon, I also tend to get a strong Pokémon in return.","No sé cómo funciona todo esto, pero cuando intercambio un Pokémon fuerte, también suelo recibir un Pokémon fuerte a cambio"
"There's a rumor going around that the Pokemon you get from WonderTrade aren't from an actual real person.","Corre el rumor de que los Pokémon que recibes en WonderTrade no son de personas reales"
"But I mean, it's still pretty neat one way or the other!","Pero igual es bastante divertido"
"Pokémon received in a trade cannot be unfused, unfortunately. I suppose it would be too easy.","Los Pokémon recibidos en un intercambio no se pueden desfusionar, desafortunadamente. Supongo que sería muy fácil si se pudiera"
"Wonder Trading is just like gambling, but way more fun!","Wonder Trading es como apostar, pero mucho más divertido"
"Trade the Pokémon you're not using. Who knows, you might get a good surprise in exchange!","Intercambia los Pokémon que no usas. ¡Quién sabe, puede que recibas una buena sorpresa!"
"Woah! I got the city's Gym badge and now I'm allowed to make unlimited Wondertrades! I'm going to be here all day!","¡Guau! Conseguí la medalla del gimnasio de la ciudad y ahora puedo hacer WonderTrades ilimitados. ¡Voy a estar aquí todo el día!"
"Items get returned to your bag automatically when you do a wondertrade, so you don't risk accidentally sending over your good items!","Los objetos se devuelven automáticamente a tu bolsa cuando haces WonderTrade, así que no corres el riesgo de enviar por accidente tus buenos objetos"
"This is the Pokémon League. There shouldn't be a Wonder Trade area here...","Esta es la Liga Pokémon. No debería haber un área de Wonder Trade aquí..."
"I use Wonder Trade every single day.","Uso Wonder Trade todos los días"
"You've probably received one of my Pokémon!","Probablemente hayas recibido uno de mis Pokémon"
"Woah! I got a super strong Pokémon in exchange for a complete weakling!","¡Guau! Conseguí un Pokémon súper fuerte a cambio de un completo debilucho"
"I purchased the UNLIMITED WONDER PASS for $200,000.","Compré el PASE WONDER ILIMITADO por 200000$"
"It was expensive, but it'll be a good investment in the long run.","Fue caro, pero será una buena inversión a largo plazo"
"I wanted to make more Wonder Trades, but I ran out of Wonder Tickets!","Quería hacer más Wonder Trades, pero me quedé sin boletos Wonder"
"Move Relearner","Reaprendizaje de movimientos"
"Hello there, I'm the Move Reminder.","Hola, soy el Recordador de Movimientos"
"I know every single move that Pokemon learn growing up.","Conozco todos los movimientos que los Pokémon aprenden al crecer"
"\GFor $1000 I can teach a move to one of your Pokémon.","\GPor 1000$ puedo enseñar un movimiento a uno de tus Pokémon"
"\GWhat do you think?","\G¿Qué opinas?"
"Which Pokémon needs tutoring?","¿Qué Pokémon necesita tutoría?"
"If Game Variable 1 is less than 0, it means the player has canceled choosing a Pokémon.","Si la Variable de Juego 1 es menor que 0, significa que el jugador canceló la selección de Pokémon"
"If your Pokémon need to learn a move, come back with a Heart Scale.","Si tus Pokémon necesitan aprender un movimiento, vuelve con una Escama Corazón"
"Huh? There isn't a single move that I can teach an Egg.","¿Eh? No hay ningún movimiento que pueda enseñar a un huevo"
"Sorry...","Lo siento..."
"It doesn't appear as if I have any move I can teach to your \v[3].","Parece que no tengo ningún movimiento para enseñarle a tu \v[3]"
"Which move should I teach to your \v[3]?","¿Qué movimiento quieres que le enseñe a tu \v[3]?"
"\G\PN paid $1000 in exchange.","\G\PN pagó 1000$ a cambio"
"\GIf your Pokémon need to learn a move, come back with another $1000!.","\GSi tu Pokémon necesita aprender un movimiento, vuelve con otros 1000$"
"If your Pokémon need to learn a move, come back with $1000.","Si tu Pokémon necesita aprender un movimiento, vuelve con 1000$"
"Oh, but you don't have enough money!","Oh, pero no tienes suficiente dinero"
"This is the \C[1]Pokéathlon Showdown\C[0] station!","Esta es la estación \C[1]Pokéathlon Showdown\C[0]"
"\C[1]Pokéathlon Showdown\C[0] is a battle simulator that allows you to fight against your friends using your very own team from \C[1]Pokémon Infinite Fusion\C[0]!","\C[1]Pokéathlon Showdown\C[0] es un simulador de batallas que te permite pelear contra tus amigos usando tu propio equipo de \C[1]Pokémon Infinite Fusion\C[0]"
"What would you like to do?","¿Qué quieres hacer?"
"Learn more","Saber más"
"Export team","Exportar equipo"
"Go to showdown!","Ir al showdown"
"\C[1]Pokéathlon Showdown\C[0] is modified version of the popular battle simulator Pokémon Showdown.","\C[1]Pokéathlon Showdown\C[0] es una versión modificada del popular simulador de batallas Pokémon Showdown"
"This special version of Showdown was created by the Pokéathlon team especially for Pokémon Infinite Fusion .","Esta versión especial fue creada por el equipo de Pokéathlon especialmente para Pokémon Infinite Fusion"
"Unlike regular Showdown, Pokéathlon Showdown allows you to use fused Pokémon to battle against your friends!","A diferencia del Showdown regular, Pokéathlon Showdown te permite usar Pokémon fusionados para batallar contra tus amigos"
"You can also export you Pokémon Infinite Fusion team and import it directly into Showdown!","También puedes exportar tu equipo de Pokémon Infinite Fusion e importarlo directamente en Showdown"
"To learn more about it, make sure to check out the official \C[1]Pokémon Infinite Fusion discord\C[0], as well as the \C[1]Pokéathlon discord\C[0].","Para saber más, revisa el \C[1]discord oficial de Pokémon Infinite Fusion\C[0] y también el \C[1]discord de Pokéathlon\C[0]"
"Pokémon Infinite Fusion Discord","Discord Pokémon Infinite Fusion"
"Pokéathlon Discord","Discord Pokéathlon"
"Back","Volver"
"""https://discord.com/invite/infinitefusion""","https://discord.com/invite/infinitefusion"
"""https://discord.gg/vsEN6mzuNj""","https://discord.gg/vsEN6mzuNj"
"Your team has been copied to your clipboard! ","Tu equipo ha sido copiado al portapapeles"
