"EV005","EV005"
"""A""","""A"""
"EV006","EV006"
"EV001","EV001"
"EV007","EV007"
"I'm looking for a Cyndaquil.","Estoy buscando un Cyndaquil."
"Want to trade one for my Torchic?","¿Quieres intercambiar uno por mi Torchic?"
"Yes","Sí"
"No","No"
"Fine then!","¡Muy bien!"
"Let's get started!","¡Vamos a empezar!"
"""Torchic""","""Torchic"""
"""May""","""May"""
"I'm looking for a Totodile.","Estoy buscando un Totodile."
"Want to trade one for my Mudkip?","¿Quieres intercambiar uno por mi Mudkip?"
"No probs, see ya!","No hay problema, ¡nos vemos!"
"""Mudkip""","""Mudkip"""
"I'm looking for a Chikorita.","Estoy buscando un Chikorita."
"Want to trade one for my Treecko?","¿Quieres intercambiar uno por mi Treecko?"
"""Treecko""","""Treecko"""
"EV002","EV002"
"EV008","EV008"
"Woah! You came from the next town over?!","¡Guau! ¿Vienes del pueblo de al lado?"
"Don't you know It's dangerous for a kid to go out without a Pokémon?","¿No sabes que es peligroso para un niño salir sin un Pokémon?"
"EV003","EV003"
"EV009","EV009"
"Oh! Your Pokémon are adorable! I wish I had one!","¡Oh! ¡Tus Pokémon son adorables! ¡Ojalá tuviera uno!"
"EV004","EV004"
"It's locked...","Está cerrado..."
"EV010","EV010"
"\PN! I'm Prof Elm's assistant from next door.","\PN! Soy el asistente del Profesor Elm de la casa de al lado."
"You were playing Pikachu's Adventure in there, weren't you? I could heard the game's music from over here!","¿Estabas jugando a Pikachu's Adventure allí, verdad? ¡Podía oír la música del juego desde aquí!"
"You beat the game!? That's crazy! I've been trying for ages, but I could never get past the second level...","¿Terminaste el juego!? ¡Eso es una locura! Llevo años intentándolo, pero nunca pude pasar del segundo nivel..."
"This calls for a celebration! You can have this special Pikachu as a reward!","¡Esto merece una celebración! ¡Puedes quedarte con este Pikachu especial como recompensa!"
"See ya!","¡Nos vemos!"
