"get Type verb / adjective","obtener tipo verbo / adjetivo"
"""tackled""","""tackled"""
"""punched""","""punched"""
"""pecked""","""pecked"""
"""poisoned""","""poisoned"""
"""buried""","""buried"""
"""stoned""","""stoned"""
"""stung""","""stung"""
"""haunted""","""haunted"""
"""crushed""","""crushed"""
"""burned""","""burned"""
"""soaked""","""soaked"""
"""tickled""","""tickled"""
"""zapped""","""zapped"""
"""confused""","""confused"""
"""froze""","""froze"""
"""tricked""","""tricked"""
"""charmed""","""charmed"""
