"saffron_rocket_guard","saffron_rocket_guard"
"Hey! There's a toll if you want to get through here!","¡Oye! ¡Hay un peaje si quieres pasar por aquí!"
"Huh? It's you! You're the one who infiltrated our hideout in Celadon!","¿Eh? ¡Eres tú! ¡Tú eres el que se infiltró en nuestro escondite en Celadon!"
"You may have some of the others fooled, but I recognize you even in that outfit!","Puede que hayas engañado a algunos, pero yo te reconozco incluso con ese disfraz."
"Well, you're definitely not getting through now, even if you do have the money.","Bueno, ahora no vas a pasar, aunque tengas el dinero."
"In fact, let me teach you a little lesson.","De hecho, déjame darte una pequeña lección."
"Boss isn't going to be happy when he hears about this, no he won't!","¡Al jefe no le va a gustar cuando se entere de esto, no señor!"
"Huh? Did the boss order a change of guards?","¿Eh? ¿El jefe ordenó cambiar a los guardias?"
"No, get back to your assigned position!","No, vuelve a tu puesto asignado."
"Hey!","¡Oye!"
"It's $100 000 if you want to go through here!","¡Son $100,000 si quieres pasar por aquí!"
"\GYou can't go to Saffron City without paying the toll. That's the rule!","No puedes ir a Ciudad Azafrán sin pagar el peaje. ¡Esa es la regla!"
"Never Mind","Olvídalo"
"Pay Up","Pagar"
"\G\PN paid $100000","\G\PN pagó $100000"
"\C[7]<fs=22>I can't believe someone actually paid!</fs>","\C[7]<fs=22>¡No puedo creer que alguien realmente haya pagado!</fs>"
"Hrmm.. ","Hrmm.."
"Very well, sir. You're free to go to Saffron City!","Muy bien, señor. Puede pasar a Ciudad Azafrán."
"Very well, m'am. You're free to go to Saffron City!","Muy bien, señora. Puede pasar a Ciudad Azafrán."
"I'll go tell the other gatekeepers to leave you alone!","¡Iré a decirles a los otros guardianes que te dejen en paz!"
