"EV005","EV005"
"EV006","EV006"
"EV001","EV001"
"EV007","EV007"
"EV002","EV002"
"I'm the Day-Care woman. We can raise Pokémon for you.","Soy la encargada de la Guardería Pokémon. Aquí cuidamos a tus Pokémon."
"Would you like us to raise your Pokémon?","¿Te gustaría que cuidáramos a tus Pokémon?"
"Yes","Sí"
"No","No"
"Oh?  But you only have one Pokémon with you.","¿Oh? Pero solo llevas un Pokémon contigo."
"You can't go off without a Pokémon.  Come back another time.","No puedes irte sin un Pokémon. Vuelve en otro momento."
"Which Pokémon should we raise for you?","¿Qué Pokémon quieres que cuidemos?"
"Oh, fine, then.\nCome again.","Oh, muy bien entonces.\nVuelve cuando quieras."
"If you leave me that Pokémon, what are you gonna battle with?","Si me dejas ese Pokémon, ¿con qué vas a batallar?"
"Come back another time.","Vuelve en otro momento."
"Fine, we'll raise your \v[3] for a while.","Muy bien, cuidaremos a tu \v[3] por un tiempo."
"Come back for it later.","Vuelve más tarde a recogerlo."
"We can raise two of your Pokémon.  Would you like us to raise another?","Podemos cuidar a dos de tus Pokémon. ¿Te gustaría que cuidáramos otro?"
"Very good.  Come again.","Muy bien. Vuelve cuando quieras."
"Ah, it's you!  Good to see you.  Now, about your Pokémon...","¡Ah, eres tú! Qué bueno verte. Ahora, sobre tu Pokémon..."
"By level, your \v[3] has grown by about \v[4].","Por nivel, tu \v[3] ha crecido aproximadamente \v[4]."
"Do you want your Pokémon back?","¿Quieres que te devolvamos a tu Pokémon?"
"Your Pokémon team is full.  Make room, then come see me.","Tu equipo Pokémon está lleno. Haz espacio y luego ven a verme."
"""Which one do you want back?""","""¿Cuál quieres que te devolvamos?"""
"\GIf you want your \v[3] back, it will cost $\v[4].","\GSi quieres que te devolvamos a tu \v\[3], costará $\v[4]."
"\GYou don't have enough money...","\GNo tienes suficiente dinero..."
"\GExcellent\nHere's your Pokémon.","\GExcelente\nAquí está tu Pokémon."
"\PN took \v[3] back from the Day-Care lady.","\PN recuperó a \v[3] de la encargada de la guardería."
"Do you want to take back the other one, too?","¿Quieres recuperar también al otro también?"
"EV003","EV003"
"dialogIcon","dialogIcon"
"Raising Pokémon from eggs is no easy task, but it sure is rewarding, isn't it?","Criar Pokémon desde huevos no es tarea fácil, pero sin duda es muy gratificante, ¿verdad?"
"Come see me after you've hatched a few more eggs and I'll give you a small reward.","Ven a verme después de que hayas eclosionado unos cuantos huevos más y te daré una pequeña recompensa."
"I've been keeping an eye on your progress, and I see you've hatched quite a few eggs lately.","He estado pendiente de tu progreso y veo que has eclosionado bastantes huevos últimamente."
"I've counted \V[298] to be precise. That's pretty good!","He contado \V[298], para ser exactos. ¡Nada mal!"
"Here, take this! You've definitely earned it!","¡Toma, esto es para ti! ¡Sin duda te lo has ganado!"
"I've counted \V[298] to be precise. You're really getting into it, aren't you?","He contado \V[298], para ser exactos. Te lo estás tomando en serio, ¿no es así?"
"You're really showing potential as a Pokémon breeder, you know!","¡De verdad estás demostrando potencial como cuidador de Pokémon, ¿sabes!?"
"I've counted \V[298] to be precise. That's quite the achievement!","He contado \V[298], para ser exactos. ¡Es todo un logro!"
"You truly are a great Pokémon Breeder! There's no doubt about it!","¡De verdad eres un gran cuidador de Pokémon! ¡No hay duda de eso!"
"You gotta dress the part now, wear this!","¡Ahora tienes que vestirte como tal, ponte esto!"
"Eggs will hatch faster when you wear the Breeder Outfit!","¡Los huevos eclosionarán más rápido cuando uses el Traje de Cuidador!"
"I've counted \V[298] to be precise. That's incredible!","He contado \V[298], para ser exactos. ¡Eso es increíble!"
"Here's one last reward for you!","¡Aquí tienes una última recompensa!"
"Come see me again once you've hatched more eggs and I'll have something for you!","¡Ven a verme otra vez cuando hayas eclosionado más huevos y tendré algo para ti!"
"Good luck, and remember: every Pokémon egg is a new beginning!","¡Buena suerte, y recuerda: cada huevo Pokémon es un nuevo comienzo!"
