"APPLY randomizer options","APPLY randomizer options"
"\C[6]Warning: You are about to shuffle the Pokédex with a low BST while also limiting the fusions to Pokémon that have custom sprites.","\C[6]Advertencia: Estás a punto de mezclar la Pokédex con un BST bajo mientras también limitas las fusiones a Pokémon que tienen sprites personalizados."
"\C[6]This may take a long time to randomize. Do you still wish to continue?","\C[6]Esto puede tomar mucho tiempo para randomizar. ¿Deseas continuar?"
"No","No"
"Yes","Sí"
"Set a new BST range for Wild Pokémon","Establecer un nuevo rango de BST para Pokémon salvajes"
"The stats range for wild Pokémon is \V[197]","El rango de estadísticas para Pokémon salvajes es \V[197]"
"\C[6]Warning: the BST range is set at \V[197], which means that wild Pokémon will only be replaced by other Pokémon with their exact base stats total. ","\C[6]Advertencia: el rango de BST está establecido en \V[197], lo que significa que los Pokémon salvajes solo serán reemplazados por otros Pokémon con su total exacto de estadísticas base."
"\C[6]Increase the BST range if you want more variety. The recommended range is between 5 and 30.","\C[6]Aumenta el rango de BST si quieres más variedad. El rango recomendado está entre 5 y 30."
"The wild Pokémon have been shuffled.","Los Pokémon salvajes han sido mezclados."
"The trainers have been shuffled.","Los entrenadores han sido mezclados."
"\^Shuffling dex... \nThis may take a while...","\^Mezclando el dex... \nEsto puede tardar un rato..."
