"EV038","EV038"
"EV016","EV016"
"Sorry buddy, but the Gym Leader is out of town. You'll have to come back in a while.","Lo siento, amigo, pero el Líder de Gimnasio está fuera de la ciudad. Tendrás que volver más tarde."
"The Gym Leader still hasn't been back. ","El Líder de Gimnasio aún no ha vuelto."
"Nobody knows who he his or where he is. There's no telling when he'll be back.","Nadie tiene idea de quién es o dónde se fue."
"EV005","EV005"
"OutdoorLight","OutdoorLight"
"EV022","EV022"
"Good grief, Grandpa! Sleeping here of all places!","¡En serio, abuelo! ¿Dormir aquí? ¡Qué vergüenza!"
"It can't be helped.... We have to wait until he sobers up.","Ni modo... Tenemos que esperar a que se le pase la borrachera."
"I managed to get grandpa to go home. He's doing much better now!","Conseguí que el abuelo regresara a su casa. ¡Ya se siente mejor!"
"EV033","EV033"
"Pokémon Center","Pokémon Center"
"We'll heal your injured Pokémon for free!","¡Cuidaremos y sanaremos a tus Pokémon gratis!"
"EV006","EV006"
"""A""","""A"""
"Home door","Home door"
"EV023","EV023"
"Pokémon Academy","Academia Pokémon"
"Learn all there is to know about Pokémon!","¡Aprende todo lo que hay que saber sobre los Pokémon!"
"EV034","EV034"
"PokéMart","PokéMart"
"Come find all your Pokémon related goods!","¡Encuentra aquí todo lo que necesitas para tus Pokémon!"
"EV007","EV007"
"Fusing Pokémon is a lot of fun!","¡Fusionar Pokémon es muy divertido!"
"You can learn all sorts of things about it at the Pokémon Academy!","¡Puedes aprender todo sobre eso en la Academia Pokémon!"
"EV029","EV029"
"I tried going to the Pokémon League, but they won't let me in without 8 badges.","Quise ir a la Liga Pokémon, pero me impiden el paso si no tengo las 8 medallas"
"Pidgey and I have a lot of training to do before we're strong enough!","¡Pidgey y yo aún tenemos un largo camino de entrenamiento por delante!"
"EV013","EV013"
"EV024","EV024"
"An old man is lying in the street, apparently very drunk.","Hay un viejo acostado en la calle, y parece bastante ebrio."
"EV035","EV035"
"Viridian City Gym","Gimnasio de Ciudad Verde"
"Gym Leader: Giovanni","Líder de Gimnasio: Giovanni"
"EV030","EV030"
"Chirp! Chirp chirp!","Chirp! Chirp chirp!"
"EV008","EV008"
"Retirer après 3.1 ###","Retirer après 3.1 ###"
"# # # # ###","# # # # ###"
"\PN!","\PN!"
"Remember me? I'm the scientist who helped you save \V[144] in Cinnabar Island!","¿Me recuerdas? Soy el científico que te ayudó a salvar a \V[144] en Isla Canela."
"Now that Team Rocket is gone for good, I wanted to give you these.","Ya que el Team Rocket desapareció de una vez por todas, pensé en darte esto."
"These should help you track down the remaining legendary birds!","¡Con esto podrás localizar a las aves legendarias restantes!"
"Come see me in Cinnabar Island if you need any more info!","¡Ven a verme a Isla Canela si necesitas más información!"
"EV003","EV003"
"It appears to be locked...","Parece que está cerrado..."
"EV014","EV014"
"EV036","EV036"
"dialogIcon","dialogIcon"
"You're looking for some wooden planks?","¿Buscas tablones de madera?"
"Sure, I've got them. But I'm not handing them to you unless you beat me in a Pokémon battle! What do you say?","Claro, las tengo.¡Pero no te las daré a menos que me derrotes en una batalla Pokémon! ¿Qué dices?"
"Yes","Sí"
"No","No"
"I'll give it all I've got!","¡Voy con todo"
"""City""","""City"""
"You're good. Here are the wooden planks you asked for!","Nada mal. Toma, las tablas de madera que querías."
"I'm not giving you these wooden planks unless you fight me!","¡Sin batalla, no hay tablones!"
"So, what were those wooden planks for anyway?","Oye, ¿y al final para qué necesitabas esos tablones?"
"EV031","EV031"
"You're a trainer, right?","¿Eres un entrenador, verda"
"You should go to the Pokémon League to test your abilities!","¡Deberías ir a la Liga Pokémon para poner a prueba tus habilidades!"
"EV009","EV009"
"Uugh.!... Hic... Hold it right there!","Uugh... ¡Hic!... ¡Detente ahí mismo!"
"Don't you go through here! It's a private property!","¡Eh, tú! ¡No se permite el paso, esto es propiedad privada!"
"ghost","ghost"
"don't delete he moves around","don't delete he moves around"
