"Blackjack","Blackjack"
"Okay, here's your first card.","Muy bien, aquí tienes tu primera carta."
"Player","Jugador"
"'Hearts'","'Corazones'"
"'Spades'","'Picas'"
"'Diamonds'","'Diamantes'"
"'Clubs'","'Tréboles'"
"'Ace'","'As'"
"'Jack'","'Jota'"
"'Queen'","'Reina'"
"'King'","'Rey'"
"\b\PN gets the \V[28] of \V[31] (total : \V[29])","\b\PN obtiene el \V[28] de \V[31] (total: \V[29])"
"Gambler","Jugador"
"Continue","Continuar"
"\rGambler \V[6] gets the \V[28] of \V[31] (total : \V[32])","\rJugador \V[6] obtiene el \V[28] de \V[31] (total : \V[32])"
"Gambler \V[6] stands.","Gambler \V[6] stands."
"Tie","Tie"
"It's a tie! Nobody wins!","¡Es un empate! ¡Nadie gana!"
"Gambler wins","Gambler wins"
"Gambler \V[6] wins!","¡Jugador \V[6] gana!"
"Player wins!","Player wins!"
"You win!","¡Tú ganas!"
"Gambler \V[6] busts!","¡Jugador \V[6] se pasó!"
"You bust!","¡Te pasaste!"
"Continue?","¿Continuar?"
"Hit","Pedir"
"Stand","Plantarse"
"Your total is \V[29]","Tu total es \V[29]"
"Gambler \V[6] total is \V[32]","El total del Jugador \V[6] es \V[32]"
"It's a tie...","Es un empate..."
