"EV005","EV005"
"You can also change your outfit from the options menu at any time!","¡Puedes modificar tu vestimenta en el menú de opciones cuando quieras!"
"EV006","EV006"
"EV001","EV001"
"EV007","EV007"
"This is your bed. It looks very comfy!","Esta es tu cama. ¡Se ve muy cómoda!"
"Let's have a short nap.","Tomemos una pequeña siesta."
"Your Pokemon feel fresh and full of energy!","¡Tus Pokémon se sienten frescos y llenos de energía!"
"EV013","EV013"
"EV002","EV002"
"It's a PS5! Take that, Nintendo!","¡Es una PS5! ¡Toma eso, Nintendo!"
"EV008","EV008"
"EV014","EV014"
"A news report is playing on the TV...","Un noticiero está pasando en la TV..."
"Better get going!","¡Será mejor ponerse en marcha!"
"That's a TV.","Eso es una Tele."
"EV003","EV003"
"EV009","EV009"
"EV004","EV004"
"A TV commercial is playing...","Un comercial de Televisión está pasando..."
"EV010","EV010"
