"EV005","EV005"
"You shouldn't be looking inside your neighbour's fridge!","No deberías andar espiando la nevera de tu vecino."
"EV011","EV011"
"EV001","EV001"
"EV007","EV007"
"You can see your reflection in the window.","Puedes ver tu reflejo en la ventana."
"Looking good!","¡Te ves bien!"
"EV002","EV002"
"Have you talked to my son today?","¿Has hablado con mi hijo hoy?"
"He's becoming a Pokémon trainer today and he was really excited about it!","Se vuelve entrenadorhoy y estaba súper ilusionado."
"\PN! You look fantastic!","\PN ¡Te ves fantástico!"
"Oh \PN, It looks like your hair could use a little touch-up. I can give you a quick trim if you want!","Oh \PN, diría que tu cabello necesita un arreglito. ¿Quieres que te haga un recorte rápido?"
"""Do you want me to trim your hair?""","¿Quieres que te haga un corte?"
"EV008","EV008"
"EV003","EV003"
"A cooking show is playing on the TV...","En la tele están dando un programa de cocina..."
"Better get going!","¡Mejor ponerse en marcha!"
"That's a TV.","Eso es una televisión."
"EV009","EV009"
"Hey \PN!","¡Hola \PN!"
"\V[12] told me not to give you this map...","\V[12] me dijo que no te diera este mapa..."
"So here you go!","¡Así que aquí tienes!"
"Hope you find it useful!","¡Espero que te sea útil!"
"Oh, Hi \PN!","¡Oh, hola \PN!"
"What's that nickname you like to call my brother again?","¿Cuál es ese apodo con el que sueles llamar a mi hermano?"
"""Rival's nickname?""","""¿Apodo del rival?"""
"""trchar004""","""trchar004"""
"Oh yes,  I remember! \V[12], that's a good one!","¡Ah, sí! Me acuerdo. \V[12], ¡ese es un buen nombre!"
"EV004","EV004"
"EV010","EV010"
