"EV005","EV005"
"EV027","EV027"
"The crates are filled with Pokemon goods!","¡Las cajas están llenas de productos Pokémon!"
"EV011","EV011"
"The shelves are filled with Pokemon goods!","¡Los estantes están llenos de productos Pokémon!"
"EV012","EV012"
"EV001","EV001"
"EV002","EV002"
"remplacer pokeball par rocket ball","remplazar Poké Ball por Rocket Ball"
"Welcome to Rocket Mart! Buy supplies and others!","¡Bienvenido al Rocket Mart! ¡Compra suministros y más!"
"EV013","EV013"
"EV024","EV024"
"We've got everything a trainer could ever need here!","¡Tenemos todo lo que un entrenador podría necesitar!"
"EV008","EV008"
"EV014","EV014"
"EV025","EV025"
"Meeeow!","¡Miaaau!"
"EV003","EV003"
"EV026","EV026"
"EV004","EV004"
"EV010","EV010"
