"EV001","EV001"
"dialogIcon","dialogIcon"
"Ooargh... I feel hideous... Urrp! Seasick...","Ooargh... Me siento fatal... Urrp... Mareo por el mar..."
"\rRub-rub... Rub-rub.","\rFrota-frota... Frota-frota."
"\r\PN rubbed the Captain's back.","\r\PN masajeó la espalda del Capitán."
"Whew! Thank you! I feel much better! ","¡Uf! ¡Gracias! ¡Me siento mucho mejor!"
"You want to see my CUT technique? I could show you if I wasn't ill... ","¿Quieres ver mi técnica de CORTE? Podría mostrártela si no estuviera enfermo..."
"I know! You can have this!","¡Ya sé! ¡Toma esto!"
"Teach it to your Pokémon and you can see it Cut any time!","Enséñaselo a tu Pokémon y podrás ver cómo usa Corte siempre que quieras."
"#####################################","#####################################"
"The ship is staying in Vermillion City for a while still.","El barco se quedará en Ciudad Carmín por un tiempo más."
"Now that you can cut small trees, you should be able to get to places you couldn't reach before!","Ahora que puedes cortar árboles pequeños, deberías poder llegar a lugares que antes no podías alcanzar."
"EV002","EV002"
"EV003","EV003"
"...Probably shouldn't have looked in there!","...Tal vez no debí haber mirado allí."
"EV004","EV004"
