"EV049","EV049"
"A few spreadsheets are at the bottom of the can.","Hay unas hojas de cálculo al fondo de la lata."
"EV005","EV005"
"Teleport_switch","Teleport_switch"
"EV038","EV038"
"It's a 10 floors drop! Better be careful!","¡Son 10 pisos de caída! Será mejor que tengas cuidado."
"silph scientist","silph scientist"
"EV022","EV022"
"EV033","EV033"
"A Card Key is needed to open this door.","Se necesita una Tarjeta Llave para abrir esta puerta."
"EV044","EV044"
"Use the Healing Station?","¿Usar la estación de curación?"
"Yes","Sí"
"No","No"
"Your Pokémon are in full shape!","¡Tus Pokémon están en perfectas condiciones!"
"giovanni-controller-old","giovanni-controller-old"
"Ah \PN! So we meet again!","Ah \PN ¡Nos volvemos a encontrar!"
"Are you here to try to get in the way of Team Rocket again?","¿Vienes a entrometerte en los asuntos del Team Rocket otra vez?"
"You should really keep your nose out of grown-up matters... ","Deberías mantenerte al margen de los asuntos de los adultos..."
"You got lucky in Celadon City, but this time it's going to be different.","Tuviste suerte en Ciudad Azulona, pero esta vez será diferente."
"This time, I have something planned for you.","Esta vez, tengo algo preparado para ti."
"These are the three legendary bird Pokémon of Kanto. ","Estos son los tres Pokémon pájaro legendarios de Kanto."
"Articuno...","Articuno..."
"Zapdos...","Zapdos..."
"And Moltres...","Y Moltres..."
"They are the three most powerful Pokémon in the Kanto region.","Son los tres Pokémon más poderosos de la región Kanto."
"Matched only by one.","Igualados solo por uno."
"I'm sure you remember Mewtwo.","Estoy seguro de que recuerdas a Mewtwo."
"Let me introduce you to Mewtwo.","Déjame presentarte a Mewtwo."
"This Pokémon was genetically engineered to be a pure killing machine.","Este Pokémon fue creado genéticamente para ser una máquina de matar pura."
"...Which brings us to the third surprise I have in store for you.","...Lo que nos lleva a la tercera sorpresa que tengo para ti."
"<fs=38><b>Not so fast!</b></fs>","<fs=38><b>¡Ni lo sueñes!</b></fs>"
"Lance... I should've known you were a part of this.","Lance... Debería haber sabido que estabas metido en esto."
"What you are doing is deplorable. Kidnapping the legendary Pokémon... We're here to put an end to this!","Lo que estás haciendo es deplorable. Secuestrar a los Pokémon legendarios... ¡Venimos a ponerle fin a esto!"
"Hmm... It doesn't matter. Champion or not, you don't stand a chance against Team Rocket.","Hmm... No importa. Seas campeón o no, no tienes oportunidad contra el Team Rocket."
"Do as we've discussed earlier.","Haz lo que discutimos antes."
"But sir, this isn't a regular fusion. It could be unstable. We shouldn't have it fight just yet!","Pero señor, esta no es una fusión normal. Podría ser inestable. ¡No deberíamos hacerlo luchar todavía!"
"Do as I say! This is an order.","Haz lo que digo. Es una orden."
"Yes sir...","Sí señor..."
"Good. Now let's get this over with once and for all.","Bien. Terminemos con esto de una vez por todas."
"""Battle! Mewtwo - PokÃ©mon X & Y [OST]""","""Batalla: Mewtwo - Pokémon X & Y [OST]"" "
"""Lance""","""Lance"""
"""SecuredRoom""","""SecuredRoom"""
"GIOVANNI BEATEN","GIOVANNI DERROTADO"
"How... How could you...","Cómo... ¿Cómo pudiste...?"
"Uh? Boss, the birds are acting up!","¿Uh? Jefe, ¡los pájaros están actuando raro!"
"What!?","¿Qué!?"
"They... unfused by themselves!? How is this possible?","¡¿Se separaron por sí solos!? ¿Cómo es posible?"
"No!!!","¡Nooo!"
"Articuno! Zapdos! Moltres! Mewtwo! Come back!","¡Articuno! ¡Zapdos! ¡Moltres! ¡Mewtwo! ¡Regresen!"
"Tell everyone we're leaving.","Díganle a todos que nos vamos."
"We need to chase after the legendary Pokémon and get them back. ","Tenemos que perseguir a los Pokémon legendarios y recuperarlos."
"This is priority number one!","¡Esa es la prioridad número uno!"
"\PN... You haven't seen the last of Team Rocket!","\PN... ¡No será la última vez que veas al Team Rocket!"
"Phew! This was a close one.","Uf... Esa fue por poco."
"I better not lose any time and chase after them right away.","Será mejor que no pierda tiempo y los persiga de inmediato."
"Farewell, \PN. We will meet again someday, I'm sure of it!","Adiós, \PN. ¡Estoy seguro de que nos volveremos a ver algún día!"
"Rock Et","Rock Et"
"EV006","EV006"
"EV039","EV039"
"<ac> \C[2]You died...</ac>","<ac> \C[2]Has muerto...</ac>"
"EV001","EV001"
"Giovanni","Giovanni"
"EV023","EV023"
"EV034","EV034"
"EV045","EV045"
"EV007","EV007"
"Blue","Blue"
"(Make Blue disappear from Fuschia gym if still there)","(Haz que Blue desaparezca del gimnasio de Fuchsia si aún está allí)"
"What kept you \PN? Hahaha! I thought I'd run into you if I followed you in here!","¿Qué te retuvo, \PN? ¡Jajaja! ¡Sabía que me encontraría contigo si te seguía!"
"I guess Team Rocket slowed you down so I could catch up to you! Hahah, not that I care!","¡Supongo que el Team Rocket te retrasó para que yo pudiera alcanzarte! Jajaj, ¡aunque no me importa!"
"I saw you in Saffron, so I decided to see if you got better!","Te vi en Azafrán, así que decidí ver si has mejorado."
"Oh ho! So that's how it goes, eh?","¡Oh ho! ¿Así que así va la cosa, eh?"
"Here, let me heal your Pokémon.","Déjame curar a tus Pokémon."
"I'm coming along to help you take on the Rocket boss!","¡Voy contigo para ayudarte a enfrentar al jefe del Rocket!"
"""Blue""","""Blue"""
"EV018","EV018"
"EV040","EV040"
"EV046","EV046"
"EV002","EV002"
"rocket1","rocket1"
"EV035","EV035"
"EV041","EV041"
"articuno","articuno"
"EV030","EV030"
"""BW2_K_leader""","""BW2_K_leader"""
"Hold up!","¡Espera!"
"EV019","EV019"
"EV003","EV003"
"EV014","EV014"
"EV036","EV036"
"EV047","EV047"
"zapdos","zapdos"
"EV031","EV031"
"lance","lance"
"EV037","EV037"
"EV004","EV004"
"mewtwo","mewtwo"
"EV048","EV048"
"\PN pressed the button.","\PN presionó el botón."
"moltres","moltres"
"EV021","EV021"
"EV032","EV032"
"EV043","EV043"
