"EV005","EV005"
"There's a HM that someone threw away... Better get going!","Hay una MO abandonada... ¡Mejor me voy ya!"
"Move Deleter","Quitamovimientos"
"Uh...\nOh, yes, I'm the Move Deleter.","Uh...\nOh, claro, soy el Quitamovimientos."
"Pokémon can forget any move when they learn a new one, even HMs. ","Un Pokémon puede olvidar cualquier movimiento al aprender uno nuevo, incluso las MO."
"But if you want your Pokémon to forget a move for another reason, I can do that for you.","Pero si quieres que tu Pokémon olvide un movimiento por otra razón, puedo hacerlo por ti."
"Would you like me to make your Pokémon forget a move?","¿Quieres que haga que tu Pokémon olvide un movimiento?"
"Yes","Sí"
"No","No"
"Which Pokémon should forget a move?","¿Qué Pokémon debería olvidar un movimiento?"
"If Game Variable 1 is less than 0, it means the player has canceled choosing a Pokémon.","If Game Variable 1 is less than 0, it means the player has canceled choosing a Pokémon."
"Come again if there are moves that need to be forgotten.","Pasa de nuevo si quieres que tu Pokémon olvide algún movimiento."
"What? No Egg should know any moves.","¿Qué? Ningún huevo debería conocer movimientos."
"\v[3] seems to know only one move...","\v[3] solo sabe un movimiento..."
"Which move should be forgotten?","¿Cuál movimiento quieres que se olvide?"
"Hm! \v[3]'s \v[4]? That move should be forgotten?","¡Hm! ¿El \v[4] de \v[3]? ¿Quieres que ese movimiento sea olvidado?"
"It worked to perfection!","¡Funcionó a la perfección!"
"\v[3] has forgotten \v[4] completely.","\v[3] ha olvidado completamente \v[4]."
"EV001","EV001"
"EV007","EV007"
"The weather forecast is on tv...","El pronóstico del tiempo está en la tele..."
"It's going to be fairly warm!","¡Se espera un día caluroso!"
"\bUh...\nOh, yes, I'm the Move Deleter.","\bUh...\nOh, claro, soy el Quitamovimientos."
"\bI can make Pokémon forget their moves.","\bPuedo hacer que los Pokémon olviden sus movimientos."
"\bWould you like me to do that?","\b¿Quieres que haga eso?"
"\bWhich Pokémon should forget a move?","\b¿Qué Pokémon debería olvidar un movimiento?"
"\bCome again if there are moves that need to be forgotten.","\bVuelve si hay movimientos que necesiten ser olvidados."
"\bWhat? No Egg should know any moves.","\b¿Qué? Ningún huevo debería conocer movimientos."
"\bWhat? I can't make a Shadow Pokémon forget a move.","\b¿Qué? No puedo hacer que un Pokémon Sombra olvide un movimiento."
"\b\v[3] seems to know only one move...","\b\v[3] parece conocer solo un movimiento..."
"\bWhich move should be forgotten?","\b¿Qué movimiento debería ser olvidado?"
"\bHm! \v[3]'s \v[4]? That move should be forgotten?","\b¡Hm! ¿Ese \v[4] de \v[3]? ¿Debemos hacer que lo olvide?"
"\bIt worked to perfection!","\b¡Funcionó a la perfección!"
"\b\v[3] has forgotten \v[4] completely.","\b\v[3] olvidó por completo \v[4]."
"EV008","EV008"
