"QuestMan_bakcup","QuestMan_bakcup"
"Hello, you must be new here.","Hola, debes ser nuevo aquí."
"In many cities, you'll find hotels just like this one. ","En muchas ciudades encontrarás hoteles como este."
"Local residents gather here when they seek the help of travelling Pokémon trainers such as yourself.","Los residentes locales se reúnen aquí cuando buscan la ayuda de entrenadores Pokémon viajeros como tú."
"People usually hand out great rewards to trainers who help them, so you don't want to miss out!","La gente suele dar grandes recompensas a los entrenadores que los ayudan, ¡así que no querrás perdértelo!"
"Use this journal to help you keep track of the quests you have accepted.","Usa este diario para ayudarte a llevar el registro de las misiones que has aceptado."
"As for me, I'll also give you rewards for helping a certain number of people!","En cuanto a mí, ¡también te daré recompensas por ayudar a cierta cantidad de personas!"
"These are your current stats according to my intel.","Estas son tus estadísticas actuales según mi información."
" Accepted quests: \C[1]\V[96]\C[0]\nIn-progress: \C[1]\V[97]\C[0]\nCompleted quests: \C[1]\V[98]\C[0]","Misiones aceptadas: \C[1]\V[96]\C[0] En progreso: \C[1]\V[97]\C[0] Misiones completadas: \C[1]\V[98]\C[0]"
"How do I know all that? Heh, that's my secret!","¿Cómo sé todo eso? Je, ¡ese es mi secreto!"
"Also, there's one more thing...","Además, hay una cosa más..."
"As a gift for having helped so many people, I want to give you this.","Como regalo por haber ayudado a tantas personas, quiero darte esto."
"HMFLASH","HMFLASH"
"This HM will allow you to illuminate dark caves and should help you to progress in your journey!","Esta MT te permitirá iluminar cuevas oscuras y te ayudará a avanzar en tu viaje."
"AMULETCOIN","AMULETCOIN"
"This item will allows you to get twice the money in a battle if the Pokémon holding it took part in it!","Este objeto te permitirá ganar el doble de dinero en una batalla si el Pokémon que lo lleva participó en ella."
"I hope you'll find it helpful!","¡Espero que te sea útil!"
"LANTERN","LANTERN"
"This will allow you to illuminate caves without having to use a HM! Practical, isn't it?","Esto te permitirá iluminar cuevas sin tener que usar una MT. ¡Práctico, ¿no?!"
"As a gift for having helped so many people, I want to give you these.","Como regalo por haber ayudado a tantas personas, quiero darte esto."
"LINK CABLE","LINK CABLE"
"This strange cable triggers the evolution of Pokémon that typically evolve via trade. I know you'll put it to good use!","Este extraño cable provoca la evolución de Pokémon que normalmente evolucionan por intercambio. ¡Sé que le darás buen uso!"
"Sleeping Bag","Sleeping Bag"
"This handy item will allow you to sleep anywhere you want. You won't even need hotels anymore!","Este práctico objeto te permitirá dormir en cualquier lugar. ¡Ya no necesitarás hoteles!"
"MISTSTONE","MISTSTONE"
"This rare stone can evolve any Pokémon, regardless of their level or evolution method. Use it wisely!","Esta rara piedra puede hacer evolucionar a cualquier Pokémon, sin importar su nivel o método de evolución. ¡Úsala con sabiduría!"
"GSBALL","GSBALL"
"This mysterious ball is rumored to be the key to call upon the protector of Ilex Forest.  It's a precious relic.","Se dice que esta misteriosa esfera es la clave para invocar al protector del Bosque Ilex. Es una reliquia preciosa."
"I have no more rewards to give you! Thanks for helping all these people!","¡No tengo más recompensas para darte! ¡Gracias por ayudar a toda esta gente!"
"Help \V[103] more person and I'll give you something good!","Ayuda a \V[103] personas más y te daré algo bueno."
"Help \V[103] more people and I'll give you something good!","Ayuda a \V[103] personas más y te daré algo bueno."
