"QuestMan _ backup","QuestMan _ backup"
"According to my intel, you've accepted to help \V[96] people.","Según mi información, has aceptado ayudar a \V[96] personas."
"Of those, you've followed through with \V[98] people, meaning there are still \V[97] people waiting for you help out there!","De esas, has ayudado efectivamente a \V[98], lo que significa que aún hay \V[97] personas esperando tu ayuda por ahí."
"How do I know all that? Heh, that's my secret!","¿Cómo sé todo eso? Je, ¡ese es mi secreto!"
"Also, there's one more thing...","Además, hay una cosa más..."
"As a gift for having helped so many people, I want to give you this.","Como regalo por haber ayudado a tantas personas, quiero darte esto."
"HMFLASH","HMFLASH"
"This HM will allow you to illuminate dark caves and should help you to progress in your journey!","Esta MT te permitirá iluminar cuevas oscuras y te ayudará a avanzar en tu viaje."
"AMULETCOIN","AMULETCOIN"
"This item will allows you to get twice the money in a battle if the Pokémon holding it took part in it!","Este objeto te permitirá ganar el doble de dinero en una batalla si el Pokémon que lo lleva participó en ella."
"I hope you'll find it helpful!","¡Espero que te sea útil!"
"LANTERN","LANTERN"
"This will allow you to illuminate caves without having to use a HM! Practical, isn't it?","Esto te permitirá iluminar cuevas sin tener que usar una MT. ¡Práctico, ¿no?!"
"SACRED POTION","SACRED POTION"
"This ancient medicine revives all fainted Pokémon when used in a battle. Use it when you're in a tough spot!","Esta medicina ancestral revive a todos los Pokémon debilitados al usarse en combate. Úsala en momentos difíciles."
"MISTSTONE","MISTSTONE"
"These rare stones can evolve any Pokémon, regardless of their level or evolution method. Use them wisely!","Estas piedras raras pueden hacer evolucionar a cualquier Pokémon, sin importar su nivel o método de evolución. ¡Úsalas con sabiduría!"
"Help \V[103] more people and I'll give you something good!","Ayuda a \V[103] personas más y te daré algo bueno."
"I have no more rewards to give you! Thanks for helping all these people!","¡No tengo más recompensas para darte! ¡Gracias por ayudar a toda esta gente!"
