"Kin Island club - trainer text","Kin Island club - trainer text"
"No one can defeat me when I'm fighting alongside a \V[1]!","Nadie puede vencerme cuando lucho junto a un \V[1]!"
"This is the secret to Pokémon battles: Fuse anything with a \V[1] and you're sure to win everytime!","Este es el secreto de las batallas Pokémon: ¡Funde cualquier cosa con un \V[1] y seguro ganarás cada vez!"
"I'm passionate about \V[1]! I can't lose!","¡Me apasiona el \V[1]! ¡No puedo perder!"
"Can you guess which Pokémon I fused with my \V[1]?","¿Adivinas con qué Pokémon fusioné mi \V[1]?"
"\V[1] fusions are always incredible!","¡Las fusiones con \V[1] siempre son increíbles!"
"I started my Pokémon journey with \V[1]. Then I fused it to make it even stronger!","Comencé mi aventura Pokémon con un \V[1]. ¡Luego lo fusioné para hacerlo aún más fuerte!"
"There's nothing quite like a \V[1] fusion!","¡No hay nada como una fusión con \V[1]!"
"I can't get enough of \V[1]! I want to see all of its possible fusions!","¡No me canso del \V[1]! ¡Quiero ver todas sus fusiones posibles!"
"Hah! My Pokémon is part \V[1]! It can't lose!","¡Ja! ¡Mi Pokémon es parte \V[1]! ¡No puede perder!"
"You've got to have a \V[1] if you want to be a Pokémon master!","¡Tienes que tener un \V[1] si quieres ser un maestro Pokémon!"
"Do you have your own \V[1]? Mine's fused, but it's still great!","¿Tienes tu propio \V[1]? El mío está fusionado, ¡pero sigue siendo genial!"
"I'm not so sure about the Pokémon I fused my \V[1] with... Can I test it out with you?","No estoy muy seguro del Pokémon con el que fusioné mi \V[1]... ¿Puedo probarlo contigo?"
"\V[1] isn't just a cutie, it's also really strong! Let me prove it to you!","El \V[1] no solo es adorable, ¡también es muy fuerte! ¡Déjame demostrártelo!"
"\V[1] has always been my favourite!","¡El \V[1] siempre ha sido mi favorito!"
"\V[1] are so stylish! You can fuse them with anything and they'll still look good!","¡Los \V[1] son tan elegantes! ¡Puedes fusionarlos con cualquier cosa y aún se ven bien!"
"Check out what I fused my \V[1] with!","¡Mira con qué fusioné mi \V[1]!"
