"FIX GAME","FIX GAME"
"reset temp variables","reset temp variables"
"Variables etc. # # #","Variables etc. # # #"
"Badges # # #","Badges # # #"
"Use this in case you ever get stuck somewhere.","Usa esto en caso te quedes atascado en algún lugar."
"fix pour le bug du postgame qui trigger pas","fix pour le bug du postgame qui trigger pas"
"on enlève mt. silver si pas tous les badges de johto","on enlève mt. silver si pas tous les badges de johto"
"Remove lingering images","Remove lingering images"
"//////////////////////////////////////////////////","//////////////////////////////////////////////////"
"Convert Trainer house points into Battle factory tokens","Convert Trainer house points into Battle factory tokens"
"GIve rock smash TM if player has been to mt. moon basement (map 105) but does not have Rock Smash. This can happen if the player updated the game from before the mt. moon event was introduced and did not obtain rock smash alr","GIve rock smash TM if player has been to mt. moon basement (map 105) but does not have Rock Smash. This can happen if the player updated the game from before the mt. moon event was introduced and did not obtain rock smash alr"
"""Eevee""","""Eevee"""
"FINISH POSSIBLY INCOMPLETED NECROZMA QUESTS","FINISH POSSIBLY INCOMPLETED NECROZMA QUESTS"
"Infinite splicers 2 unlocked but no item","Infinite splicers 2 unlocked but no item"
