"Update man (dialog)","Update man (dialog)"
"Hello, I'm the Help Man. Is there anything I can help you with?","Hola, soy el Ayudante. ¿En qué puedo ayudarte?"
"Never mind","No importa"
"Advanced options","Opciones avanzadas"
"Fix game","Reparar juego"
"Cancel","Cancelar"
"Randomizer options","Opciones de aleatorización"
"Experimental options","Opciones experimentales"
"Other options","Otras opciones"
"\C[2]Warning: Opening this menu will flag your save file as a Randomized playthough, which will lock you out of certain events and rewards.","\C[2]Advertencia: Abrir este menú marcará tu archivo de guardado como una partida aleatorizada, lo que bloqueará ciertos eventos y recompensas."
"\C[2]Are you sure you want to proceed?","\C[2]¿Estás seguro de que quieres continuar?"
"Yes","Sí"
"No","No"
"Single Species mode","Modo Especie Única"
"Other experimental options","Otras opciones experimentales"
"Single Species mode is currently \C[3]Enabled","El modo Especie Única está actualmente \C[3]Activado"
"What would you like to do?","¿Qué te gustaría hacer?"
"Disable Single Species Mode","Desactivar Modo Especie Única"
"Change species","Cambiar especie"
"Change Head/Body settings","Cambiar configuración de Cabeza/Cuerpo"
"Single Species mode is now \C[2]Disabled","El modo Especie Única ahora está \C[2]Desactivado"
"Single Species mode is currently \C[2]Disabled","El modo Especie Única está actualmente \C[2]Desactivado"
"Enabled Single Species Mode","Modo Especie Única activado"
"Reversed mode","Modo Invertido"
"Reset options","Restablecer opciones"
"Turn off Reversed mode?","¿Apagar modo Invertido?"
"Reversed mode is now disabled.","El modo Invertido ahora está desactivado."
"Turn on Reversed mode?","¿Activar modo Invertido?"
"What is this?","¿Qué es esto?"
"Reversed mode is now enabled.","El modo Invertido ahora está activado."
"In reversed mode all the fusions used by trainers are flipped. ","En el modo invertido, todas las fusiones usadas por los entrenadores están invertidas."
"So if a trainer normally has a Pikachu(Head)/Bubasaur (Body) fusion in normal mode, it will have a Bulbasaur (Head)/Pikachu(Body) fusion in Reversed Mode.","Así que si un entrenador normalmente tiene una fusión Pikachu (Cabeza)/Bulbasaur (Cuerpo) en modo normal, tendrá Bulbasaur (Cabeza)/Pikachu (Cuerpo) en modo invertido."
"You cannot use this option while trainers are randomized.","No puedes usar esta opción mientras los entrenadores están aleatorizados."
"Reset trainer rematches","Restablecer combates repetidos con entrenadores"
"Reset alt sprite substitutions","Restablecer sustituciones de sprites alternativos"
"Clear sprites cache","Limpiar caché de sprites"
"NPC trainers level up their Pokémon the more you battle them.","Los entrenadores NPC suben de nivel a sus Pokémon cuanto más luchas contra ellos."
"Would you like to reset all the trainers rematches? This cannot be undone.","¿Quieres restablecer todos los combates repetidos con entrenadores? Esto no se puede deshacer."
"The trainers rematch hashmap was resetted.","La lista de combates repetidos con entrenadores fue restablecida."
"Reset the alternate sprites set for every Pokémon?","¿Restablecer el conjunto de sprites alternativos para cada Pokémon?"
"Alt sprites substitutions have been reset","Las sustituciones de sprites alternativos han sido restablecidas."
"The sprites cache was cleared.","La caché de sprites fue limpiada."
"If you've been experiencing issues with the game, the first thing to do should be to make sure that you are playing on the most recent version of the game.","Si has tenido problemas con el juego, lo primero que debes hacer es asegurarte de que estás jugando en la versión más reciente."
"Oftentimes, the issues that you're experiencing will have already been fixed in a newer update.","Muchas veces, los problemas que experimentas ya se han solucionado en una actualización más nueva."
"You can download the most recent version on the game's Pokecommunity page.","Puedes descargar la versión más reciente en la página del juego en Pokecommunity."
"If you already made sure that you are on the most recent version of the game and the issue persists,  I can try and reset some of the game's parameters to see if it fixes it.","Si ya verificaste que tienes la versión más reciente y el problema persiste, puedo intentar restablecer algunos parámetros del juego para ver si se arregla."
"However, this could potentially have some unintended consequences. Would you like to proceed?","Sin embargo, esto podría tener consecuencias no deseadas. ¿Quieres continuar?"
"Hopefully this helps!","¡Esperemos que esto ayude!"
"If you have been experiencing frequent errors, please report them to the Discord, along with the error message and your game's version number.","Si has experimentado errores frecuentes, por favor repórtalos en el Discord, junto con el mensaje de error y la versión de tu juego."
"""https://discord.com/invite/infinitefusion""","""https://discord.com/invite/infinitefusion"""
